name;year;certificate;runtime;genre;rating;metascore;text-muted;director;stars
Big Game;2014;10;90;['Action', 'Adventure'];5.4;53;A young teenager camping in the woods helps rescue the President of the United States when Air Force One is shot down near his campsite.;['Jalmari Helander'];['Samuel L. Jackson', 'Onni Tommila', 'Ray Stevenson', 'Victor Garber']
Pathfinder - Le sang du guerrier;2007;12;99;['Action', 'Adventure', 'Drama'];5.4;29;A Viking boy is left behind after his clan battles a Native American tribe. Raised within the tribe, he ultimately becomes their savior in a fight against the Norsemen.;['Marcus Nispel'];['Karl Urban', 'Clancy Brown', 'Moon Bloodgood', 'Russell Means']
Batman Forever;1995;Tous publics;121;['Action', 'Adventure'];5.4;51;Batman must battle former district attorney Harvey Dent, who is now Two-Face and Edward Nygma, The Riddler with help from an amorous psychologist and a young circus acrobat who becomes his sidekick, Robin.;['Joel Schumacher'];['Val Kilmer', 'Tommy Lee Jones', 'Jim Carrey', 'Nicole Kidman']
Portes disparus;1984;12;101;['Action', 'Adventure', 'Drama'];5.4;43;Colonel Braddock launches a mission deep into the jungles of Vietnam to find the POW camp that he escaped from and free the Americans still held captive there.;['Joseph Zito'];['Chuck Norris', 'M. Emmet Walsh', 'David Tress', 'Lenore Kasdorf']
Blueberry : L'Experience secrete;2004;Tous publics avec avertissement;124;['Adventure', 'Western'];5.2;0;In 1870, after a brutal run-in with an outlaw in a brothel, Mike Blueberry becomes marshal in Arizona where he keeps the peace between whites and Apaches, but an influx of gold-hunters threatens to lead to violence.;['Jan Kounen'];['Vincent Cassel', 'Michael Madsen', 'Juliette Lewis', 'Temuera Morrison']
Terrain mine;1994;12;101;['Action', 'Adventure', 'Thriller'];4.5;33;A mystical martial artist/environmental Agent takes on a ruthless oil corporation.;['Steven Seagal'];['Steven Seagal', 'Michael Caine', 'Joan Chen', 'John C. McGinley']
Thugs de l'Hindostan;2018;Tous publics;164;['Action', 'Adventure'];4.0;0;Recruited by the East India Company, a local thug infiltrates a troop of patriotic bandits who plan to overthrow the British regime and reclaim their independence.;['Vijay Krishna Acharya'];['Lloyd Owen', 'Amitabh Bachchan', 'Aamir Khan', 'Katrina Kaif']
Bilal: La naissance d'une legende;2015;PG-13;105;['Animation', 'Action', 'Adventure'];7.7;52;A thousand years ago, one boy with a dream of becoming a great warrior is abducted with his sister and taken to a land far away from home. Thrown into a world where greed and injustice rule all, Bilal finds the courage to raise his voice and make a change. Inspired by true events, this is a story of a real hero who earned his remembrance in time and history.;[' Khurram H. Alavi', 'Ayman Jamal'];['Adewale Akinnuoye-Agbaje', 'Ian McShane', 'China Anne McClain', 'Thomas Ian Nicholas']
Shahid;2012;Pas disponible;129;['Biography', 'Drama'];8.2;0;The account of Human Rights lawyer Shahid Azmi, an ordinary citizen with an extraordinary commitment to justice.;['Hansal Mehta'];['Rajkummar Rao', 'Prabhleen Sandhu', 'Mohd. Zeeshan Ayyub', 'Baljinder Kaur']
Gandhi;1982;Tous publics;191;['Biography', 'Drama'];8.1;79;The life of the lawyer who became the famed leader of the Indian revolts against the British rule through his philosophy of nonviolent protest.;['Richard Attenborough'];['Ben Kingsley', 'John Gielgud', 'Rohini Hattangadi', 'Roshan Seth']
Miracle en Alabama;1962;12;106;['Biography', 'Drama'];8.1;83;The story of Anne Sullivan's struggle to teach the blind and deaf Helen Keller how to communicate.;['Arthur Penn'];['Anne Bancroft', 'Patty Duke', 'Victor Jory', 'Inga Swenson']
L'etreinte du serpent;2015;Tous Public;125;['Adventure', 'Biography', 'Drama'];7.8;82;The story of the relationship between Karamakate, an Amazonian shaman and last survivor of his people, and two scientists who work together over the course of forty years to search the Amazon for a sacred healing plant.;['Ciro Guerra'];['Nilbio Torres', 'Jan Bijvoet', 'Antonio Bolívar', 'Brionne Davis']
L'eveil;1990;Tous publics;121;['Biography', 'Drama'];7.8;74;The victims of an encephalitis epidemic many years ago have been catatonic ever since, but now a new drug offers the prospect of reviving them.;['Penny Marshall'];['Robert De Niro', 'Robin Williams', 'Julie Kavner', 'Ruth Nelson']
Line of fire;2017;Tous Public;134;['Action', 'Biography', 'Drama'];7.6;72;Based on the true story of the Granite Mountain Hotshots, a group of elite firefighters who risk everything to protect a town from a historic wildfire.;['Joseph Kosinski'];['Josh Brolin', 'Miles Teller', 'Jeff Bridges', 'Jennifer Connelly']
Lenny;1974;Tous publics;111;['Biography', 'Drama'];7.6;61;The story of acerbic 1960s comic Lenny Bruce, whose groundbreaking, no-holds-barred style and social commentary was often deemed by the Establishment as too obscene for the public.;['Bob Fosse'];['Dustin Hoffman', 'Valerie Perrine', 'Jan Miner', 'Stanley Beck']
Les heures sombres;2017;Tous publics;125;['Biography', 'Drama', 'War'];7.4;75;In May 1940, the fate of World War II hangs on Winston Churchill, who must decide whether to negotiate with Adolf Hitler, or fight on knowing that it could mean the end of the British Empire.;['Joe Wright'];['Gary Oldman', 'Lily James', 'Kristin Scott Thomas', 'Ben Mendelsohn']
Sully;2016;Tous Public;96;['Biography', 'Drama'];7.4;74;"When pilot Chesley ""Sully"" Sullenberger lands his damaged plane on the Hudson River in order to save the flight's passengers and crew, some consider him a hero while others think he was reckless.";['Clint Eastwood'];['Tom Hanks', 'Aaron Eckhart', 'Laura Linney', 'Valerie Mahaffey']
Dalton Trumbo;2015;Tous publics;124;['Biography', 'Drama'];7.4;60;In 1947, Dalton Trumbo was Hollywood's top screenwriter, until he and other artists were jailed and blacklisted for their political beliefs.;['Jay Roach'];['Bryan Cranston', 'Diane Lane', 'Helen Mirren', 'Louis C.K.']
The Good Lie;2014;Tous publics;110;['Biography', 'Drama'];7.4;65;A group of Sudanese refugees, given the chance to resettle in the U.S., arrive in Kansas City, Missouri, where their encounter with an employment agency counselor forever changes all of their lives.;['Philippe Falardeau'];['Reese Witherspoon', 'Arnold Oceng', 'Ger Duany', 'Emmanuel Jal']
American Sniper;2014;Tous publics avec avertissement;133;['Action', 'Biography', 'Drama'];7.3;72;Navy S.E.A.L. sniper Chris Kyle's pinpoint accuracy saves countless lives on the battlefield and turns him into a legend. Back home with his family after four tours of duty, however, Chris finds that it is the war he can't leave behind.;['Clint Eastwood'];['Bradley Cooper', 'Sienna Miller', 'Kyle Gallner', 'Cole Konis']
Rescue Dawn;2006;Tous Public;120;['Adventure', 'Biography', 'War'];7.3;77;A U.S. fighter pilot's epic struggle of survival after being shot down on a mission over Laos during the Vietnam War.;['Werner Herzog'];['Christian Bale', 'Steve Zahn', 'Jeremy Davies', 'Zach Grenier']
Quills, la plume et le sang;2000;12;124;['Biography', 'Drama'];7.3;70;In a Napoleonic era insane asylum, an inmate, the irrepressible Marquis De Sade, fights a battle of wills against a tyrannically prudish doctor.;['Philip Kaufman'];['Geoffrey Rush', 'Kate Winslet', 'Joaquin Phoenix', 'Michael Caine']
Une vie volee;1999;Tous publics;127;['Biography', 'Drama'];7.3;51;Based on writer Susanna Kaysen's account of her 18-month stay at a mental hospital in the late 1960s.;['James Mangold'];['Winona Ryder', 'Angelina Jolie', 'Clea DuVall', 'Brittany Murphy']
Antwone Fisher;2002;PG-13;120;['Biography', 'Drama'];7.3;62;Antwone Fisher, a young navy man, is forced to see a psychiatrist after a violent outburst against a fellow crewman. During the course of treatment a painful past is revealed and a new hope begins.;['Denzel Washington'];['Denzel Washington', 'Derek Luke', 'Joy Bryant', 'Malcolm David Kelley']
Les cendres d'Angela;1999;Tous publics;145;['Biography', 'Drama'];7.3;54;"Based on the best-selling autobiography by Irish expatriate Frank McCourt, Angela's Ashes follows the experiences of young Frankie and his family as they try against all odds to escape the ...                See full summary »
";['Alan Parker'];['Emily Watson', 'Robert Carlyle', 'Joe Breen', 'Ciaran Owens']
La vie passionnee de Vincent van Gogh;1956;Tous publics;122;['Biography', 'Drama'];7.3;0;The life of brilliant but tortured artist Vincent van Gogh.;[' Vincente Minnelli', 'George Cukor'];['Kirk Douglas', 'Anthony Quinn', 'James Donald', 'Pamela Brown']
Le majordome;2013;Tous Public;132;['Biography', 'Drama'];7.2;65;As Cecil Gaines serves eight presidents during his tenure as a butler at the White House, the civil rights movement, Vietnam, and other major events affect this man's life, family, and American society.;['Lee Daniels'];['Forest Whitaker', 'Oprah Winfrey', 'John Cusack', 'Jane Fonda']
Ne un 4 juillet;1989;Tous publics avec avertissement;145;['Biography', 'Drama', 'War'];7.2;75;The biography of Ron Kovic. Paralyzed in the Vietnam war, he becomes an anti-war and pro-human rights political activist after feeling betrayed by the country for which he fought.;['Oliver Stone'];['Tom Cruise', 'Bryan Larkin', 'Raymond J. Barry', 'Caroline Kava']
Megan Leavey;2017;PG-13;116;['Action', 'Biography', 'Drama'];7.1;66;Based on the true life story of a young Marine corporal whose unique discipline and bond with her military combat dog saved many lives during their deployment in Iraq.;['Gabriela Cowperthwaite'];['Kate Mara', 'Ramón Rodríguez', 'Tom Felton', 'Bradley Whitford']
Une femme d'exception;2018;Tous publics;120;['Biography', 'Drama'];7.1;59;The true story of Ruth Bader Ginsburg, her struggles for equal rights, and the early cases of a historic career that lead to her nomination and confirmation as U.S. Supreme Court Associate Justice.;['Mimi Leder'];['Felicity Jones', 'Armie Hammer', 'Justin Theroux', 'Sam Waterston']
The Devil's Double;2011;R;109;['Biography', 'Drama', 'Thriller'];7.1;52;"A chilling vision of the house of Saddam. The world of Hussein comes to life through the eyes of the man who was given a choice; either be the double for Saddam's sadistic son, or die.";['Lee Tamahori'];['Dominic Cooper', 'Ludivine Sagnier', 'Raad Rawi', 'Philip Quast']
American Underdog;2021;PG;112;['Biography', 'Drama', 'Sport'];7.1;53;The story of NFL MVP and Hall of Fame quarterback Kurt Warner, who went from stocking shelves at a supermarket to becoming an American Football star.;[' Andrew Erwin', 'Jon Erwin'];['Zachary Levi', 'Anna Paquin', 'Hayden Zaller', 'SerDarius Blain']
Pele: Naissance d'une Legende;2016;PG;107;['Biography', 'Drama', 'Sport'];7.1;39;Pele's meteoric rise from the slums of Sao Paulo to leading Brazil to its first World Cup victory at the age of 17 is chronicled in this biographical drama.;[' Jeff Zimbalist', 'Michael Zimbalist'];['Vincent DOnofrio', 'Rodrigo Santoro', 'Diego Boneta', 'Seu Jorge']
Les chariots de feu;1981;Tous publics;125;['Biography', 'Drama', 'Sport'];7.1;78;Two British track athletes, one a determined Jew and the other a devout Christian, are driven to win in the 1924 Olympics as they wrestle with issues of pride and conscience.;['Hugh Hudson'];['Ben Cross', 'Ian Charleson', 'Nicholas Farrell', 'Nigel Havers']
Un lancer a un million de dollars;2014;Tous Public;124;['Biography', 'Drama', 'Sport'];7.0;56;A sports agent stages an unconventional recruitment strategy to get talented Indian cricket players to play Major League Baseball.;['Craig Gillespie'];['Jon Hamm', 'Aasif Mandvi', 'Alan Arkin', 'Suraj Sharma']
Pollock;2000;R;122;['Biography', 'Drama'];7.0;77;A film about the life and career of the American painter, Jackson Pollock.;['Ed Harris'];['Ed Harris', 'Marcia Gay Harden', 'Robert Knott', 'Molly Regan']
Borg/McEnroe;2017;R;107;['Biography', 'Drama', 'Sport'];6.9;63;The story of the 1980 tennis rivalry between the placid Björn Borg and the volatile John McEnroe.;['Janus Metz'];['Sverrir Gudnason', 'Shia LaBeouf', 'Stellan Skarsgård', 'Tuva Novotny']
Christine;2016;R;119;['Biography', 'Drama'];6.9;72;The story of Christine Chubbuck, a 1970s TV reporter struggling with depression and professional frustrations as she tries to advance her career.;['Antonio Campos'];['Rebecca Hall', 'Michael C. Hall', 'Tracy Letts', 'Maria Dizzia']
Stronger;2017;Tous publics;119;['Biography', 'Drama'];6.9;76;Stronger is the inspiring real life story of Jeff Bauman, an ordinary man who captured the hearts of his city and the world to become a symbol of hope after surviving the 2013 Boston Marathon bombing.;['David Gordon Green'];['Jake Gyllenhaal', 'Tatiana Maslany', 'Miranda Richardson', 'Richard Lane Jr.']
My Week with Marilyn;2011;Tous publics;99;['Biography', 'Drama'];6.9;65;Colin Clark, an employee of Sir Laurence Olivier, documents the tense interaction between Olivier and Marilyn Monroe during the production of Le prince et la danseuse (1957).;['Simon Curtis'];['Michelle Williams', 'Eddie Redmayne', 'Kenneth Branagh', 'Julia Ormond']
Basquiat;1996;R;107;['Biography', 'Drama'];6.9;65;The brief life of Jean Michel Basquiat, a world renowned New York street artist struggling with fame, drugs and his identity.;['Julian Schnabel'];['Jeffrey Wright', 'Michael Wincott', 'Benicio Del Toro', 'Claire Forlani']
Scandale;2019;Tous publics;109;['Biography', 'Drama'];6.8;64;A group of women take on Fox News head Roger Ailes and the toxic atmosphere he presided over at the network.;['Jay Roach'];['Charlize Theron', 'Nicole Kidman', 'Margot Robbie', 'John Lithgow']
Penguin Bloom;2020;13;95;['Biography', 'Drama'];6.8;54;A family takes in an injured Magpie that makes a profound difference in their lives.;['Glendyn Ivin'];['Naomi Watts', 'Griffin Murray-Johnston', 'Andrew Lincoln', 'Essi Murray-Johnston']
Bloodsport - Tous les coups sont permis;1988;Tous publics;92;['Action', 'Biography', 'Drama'];6.8;29;"""Bloodsport"" follows Frank Dux, an American martial artist serving in the military, who decides to leave the army to compete in a martial arts tournament in Hong Kong where fights to the death can occur.";['Newt Arnold'];['Jean-Claude Van Damme', 'Donald Gibb', 'Leah Ayres', 'Norman Burton']
Chisum;1970;Tous publics;111;['Biography', 'Western'];6.8;0;Cattle baron John Chisum joins forces with Billy the Kid and Pat Garrett to fight the Lincoln County land war.;['Andrew V. McLaglen'];['John Wayne', 'Forrest Tucker', 'Christopher George', 'Ben Johnson']
Jackie;2016;Tous publics;100;['Biography', 'Drama'];6.7;81;Following the assassination of President John F. Kennedy, First Lady Jacqueline Kennedy fights through grief and trauma to regain her faith, console her children, and define her husband's historic legacy.;['Pablo Larraín'];['Natalie Portman', 'Peter Sarsgaard', 'Greta Gerwig', 'Billy Crudup']
